PassengerId,Pclass,Sex,Age,SibSp,Parch,Fare,Embarked,CabinLetter,relatives
166,3,male,9.0,0,2,20.525,S,Unknown,2
167,1,female,,0,1,55.0,S,E,1
168,3,female,45.0,1,4,27.9,S,Unknown,5
169,1,male,,0,0,25.925,S,Unknown,0
170,3,male,28.0,0,0,56.4958,S,Unknown,0
171,1,male,61.0,0,0,33.5,S,B,0
172,3,male,4.0,4,1,29.125,Q,Unknown,5
173,3,female,1.0,1,1,11.1333,S,Unknown,2
174,3,male,21.0,0,0,7.925,S,Unknown,0
175,1,male,56.0,0,0,30.6958,C,A,0
176,3,male,18.0,1,1,7.8542,S,Unknown,2
177,3,male,,3,1,25.4667,S,Unknown,4
178,1,female,50.0,0,0,28.7125,C,C,0
179,2,male,30.0,0,0,13.0,S,Unknown,0
180,3,male,36.0,0,0,0.0,S,Unknown,0
181,3,female,,8,2,69.55,S,Unknown,10
182,2,male,,0,0,15.05,C,Unknown,0
183,3,male,9.0,4,2,31.3875,S,Unknown,6
184,2,male,1.0,2,1,39.0,S,F,3
185,3,female,4.0,0,2,22.025,S,Unknown,2
186,1,male,,0,0,50.0,S,A,0
187,3,female,,1,0,15.5,Q,Unknown,1
188,1,male,45.0,0,0,26.55,S,Unknown,0
189,3,male,40.0,1,1,15.5,Q,Unknown,2
190,3,male,36.0,0,0,7.8958,S,Unknown,0
191,2,female,32.0,0,0,13.0,S,Unknown,0
192,2,male,19.0,0,0,13.0,S,Unknown,0
193,3,female,19.0,1,0,7.8542,S,Unknown,1
194,2,male,3.0,1,1,26.0,S,F,2
195,1,female,44.0,0,0,27.7208,C,B,0
196,1,female,58.0,0,0,146.5208,C,B,0
197,3,male,,0,0,7.75,Q,Unknown,0
198,3,male,42.0,0,1,8.4042,S,Unknown,1
199,3,female,,0,0,7.75,Q,Unknown,0
200,2,female,24.0,0,0,13.0,S,Unknown,0
201,3,male,28.0,0,0,9.5,S,Unknown,0
202,3,male,,8,2,69.55,S,Unknown,10
203,3,male,34.0,0,0,6.4958,S,Unknown,0
204,3,male,45.5,0,0,7.225,C,Unknown,0
205,3,male,18.0,0,0,8.05,S,Unknown,0
206,3,female,2.0,0,1,10.4625,S,G,1
207,3,male,32.0,1,0,15.85,S,Unknown,1
208,3,male,26.0,0,0,18.7875,C,Unknown,0
209,3,female,16.0,0,0,7.75,Q,Unknown,0
210,1,male,40.0,0,0,31.0,C,A,0
211,3,male,24.0,0,0,7.05,S,Unknown,0
212,2,female,35.0,0,0,21.0,S,Unknown,0
213,3,male,22.0,0,0,7.25,S,Unknown,0
214,2,male,30.0,0,0,13.0,S,Unknown,0
215,3,male,,1,0,7.75,Q,Unknown,1
216,1,female,31.0,1,0,113.275,C,D,1
217,3,female,27.0,0,0,7.925,S,Unknown,0
218,2,male,42.0,1,0,27.0,S,Unknown,1
219,1,female,32.0,0,0,76.2917,C,D,0
220,2,male,30.0,0,0,10.5,S,Unknown,0
221,3,male,16.0,0,0,8.05,S,Unknown,0
222,2,male,27.0,0,0,13.0,S,Unknown,0
223,3,male,51.0,0,0,8.05,S,Unknown,0
224,3,male,,0,0,7.8958,S,Unknown,0
225,1,male,38.0,1,0,90.0,S,C,1
226,3,male,22.0,0,0,9.35,S,Unknown,0
227,2,male,19.0,0,0,10.5,S,Unknown,0
228,3,male,20.5,0,0,7.25,S,Unknown,0
229,2,male,18.0,0,0,13.0,S,Unknown,0
230,3,female,,3,1,25.4667,S,Unknown,4
231,1,female,35.0,1,0,83.475,S,C,1
232,3,male,29.0,0,0,7.775,S,Unknown,0
233,2,male,59.0,0,0,13.5,S,Unknown,0
234,3,female,5.0,4,2,31.3875,S,Unknown,6
235,2,male,24.0,0,0,10.5,S,Unknown,0
236,3,female,,0,0,7.55,S,Unknown,0
237,2,male,44.0,1,0,26.0,S,Unknown,1
238,2,female,8.0,0,2,26.25,S,Unknown,2
239,2,male,19.0,0,0,10.5,S,Unknown,0
240,2,male,33.0,0,0,12.275,S,Unknown,0
241,3,female,,1,0,14.4542,C,Unknown,1
242,3,female,,1,0,15.5,Q,Unknown,1
243,2,male,29.0,0,0,10.5,S,Unknown,0
244,3,male,22.0,0,0,7.125,S,Unknown,0
245,3,male,30.0,0,0,7.225,C,Unknown,0
246,1,male,44.0,2,0,90.0,Q,C,2
247,3,female,25.0,0,0,7.775,S,Unknown,0
248,2,female,24.0,0,2,14.5,S,Unknown,2
249,1,male,37.0,1,1,52.5542,S,D,2
250,2,male,54.0,1,0,26.0,S,Unknown,1
251,3,male,,0,0,7.25,S,Unknown,0
252,3,female,29.0,1,1,10.4625,S,G,2
253,1,male,62.0,0,0,26.55,S,C,0
254,3,male,30.0,1,0,16.1,S,Unknown,1
255,3,female,41.0,0,2,20.2125,S,Unknown,2
256,3,female,29.0,0,2,15.2458,C,Unknown,2
257,1,female,,0,0,79.2,C,Unknown,0
258,1,female,30.0,0,0,86.5,S,B,0
259,1,female,35.0,0,0,512.3292,C,Unknown,0
260,2,female,50.0,0,1,26.0,S,Unknown,1
261,3,male,,0,0,7.75,Q,Unknown,0
262,3,male,3.0,4,2,31.3875,S,Unknown,6
263,1,male,52.0,1,1,79.65,S,E,2
264,1,male,40.0,0,0,0.0,S,B,0
265,3,female,,0,0,7.75,Q,Unknown,0
266,2,male,36.0,0,0,10.5,S,Unknown,0
267,3,male,16.0,4,1,39.6875,S,Unknown,5
268,3,male,25.0,1,0,7.775,S,Unknown,1
269,1,female,58.0,0,1,153.4625,S,C,1
270,1,female,35.0,0,0,135.6333,S,C,0
271,1,male,,0,0,31.0,S,Unknown,0
272,3,male,25.0,0,0,0.0,S,Unknown,0
273,2,female,41.0,0,1,19.5,S,Unknown,1
274,1,male,37.0,0,1,29.7,C,C,1
275,3,female,,0,0,7.75,Q,Unknown,0
276,1,female,63.0,1,0,77.9583,S,D,1
277,3,female,45.0,0,0,7.75,S,Unknown,0
278,2,male,,0,0,0.0,S,Unknown,0
279,3,male,7.0,4,1,29.125,Q,Unknown,5
280,3,female,35.0,1,1,20.25,S,Unknown,2
281,3,male,65.0,0,0,7.75,Q,Unknown,0
282,3,male,28.0,0,0,7.8542,S,Unknown,0
283,3,male,16.0,0,0,9.5,S,Unknown,0
284,3,male,19.0,0,0,8.05,S,Unknown,0
285,1,male,,0,0,26.0,S,A,0
286,3,male,33.0,0,0,8.6625,C,Unknown,0
287,3,male,30.0,0,0,9.5,S,Unknown,0
288,3,male,22.0,0,0,7.8958,S,Unknown,0
289,2,male,42.0,0,0,13.0,S,Unknown,0
290,3,female,22.0,0,0,7.75,Q,Unknown,0
291,1,female,26.0,0,0,78.85,S,Unknown,0
292,1,female,19.0,1,0,91.0792,C,B,1
293,2,male,36.0,0,0,12.875,C,D,0
294,3,female,24.0,0,0,8.85,S,Unknown,0
295,3,male,24.0,0,0,7.8958,S,Unknown,0
296,1,male,,0,0,27.7208,C,Unknown,0
297,3,male,23.5,0,0,7.2292,C,Unknown,0
298,1,female,2.0,1,2,151.55,S,C,3
299,1,male,,0,0,30.5,S,C,0
300,1,female,50.0,0,1,247.5208,C,B,1
301,3,female,,0,0,7.75,Q,Unknown,0
302,3,male,,2,0,23.25,Q,Unknown,2
303,3,male,19.0,0,0,0.0,S,Unknown,0
304,2,female,,0,0,12.35,Q,E,0
305,3,male,,0,0,8.05,S,Unknown,0
306,1,male,0.92,1,2,151.55,S,C,3
307,1,female,,0,0,110.8833,C,Unknown,0
308,1,female,17.0,1,0,108.9,C,C,1
309,2,male,30.0,1,0,24.0,C,Unknown,1
310,1,female,30.0,0,0,56.9292,C,E,0
311,1,female,24.0,0,0,83.1583,C,C,0
312,1,female,18.0,2,2,262.375,C,B,4
313,2,female,26.0,1,1,26.0,S,Unknown,2
314,3,male,28.0,0,0,7.8958,S,Unknown,0
315,2,male,43.0,1,1,26.25,S,Unknown,2
316,3,female,26.0,0,0,7.8542,S,Unknown,0
317,2,female,24.0,1,0,26.0,S,Unknown,1
318,2,male,54.0,0,0,14.0,S,Unknown,0
319,1,female,31.0,0,2,164.8667,S,C,2
320,1,female,40.0,1,1,134.5,C,E,2
321,3,male,22.0,0,0,7.25,S,Unknown,0
322,3,male,27.0,0,0,7.8958,S,Unknown,0
323,2,female,30.0,0,0,12.35,Q,Unknown,0
324,2,female,22.0,1,1,29.0,S,Unknown,2
325,3,male,,8,2,69.55,S,Unknown,10
326,1,female,36.0,0,0,135.6333,C,C,0
327,3,male,61.0,0,0,6.2375,S,Unknown,0
328,2,female,36.0,0,0,13.0,S,D,0
329,3,female,31.0,1,1,20.525,S,Unknown,2
330,1,female,16.0,0,1,57.9792,C,B,1
331,3,female,,2,0,23.25,Q,Unknown,2
332,1,male,45.5,0,0,28.5,S,C,0
333,1,male,38.0,0,1,153.4625,S,C,1
334,3,male,16.0,2,0,18.0,S,Unknown,2
335,1,female,,1,0,133.65,S,Unknown,1
336,3,male,,0,0,7.8958,S,Unknown,0
337,1,male,29.0,1,0,66.6,S,C,1
338,1,female,41.0,0,0,134.5,C,E,0
339,3,male,45.0,0,0,8.05,S,Unknown,0
340,1,male,45.0,0,0,35.5,S,T,0
341,2,male,2.0,1,1,26.0,S,F,2
342,1,female,24.0,3,2,263.0,S,C,5
343,2,male,28.0,0,0,13.0,S,Unknown,0
344,2,male,25.0,0,0,13.0,S,Unknown,0
345,2,male,36.0,0,0,13.0,S,Unknown,0
346,2,female,24.0,0,0,13.0,S,F,0
347,2,female,40.0,0,0,13.0,S,Unknown,0
348,3,female,,1,0,16.1,S,Unknown,1
349,3,male,3.0,1,1,15.9,S,Unknown,2
350,3,male,42.0,0,0,8.6625,S,Unknown,0
351,3,male,23.0,0,0,9.225,S,Unknown,0
352,1,male,,0,0,35.0,S,C,0
353,3,male,15.0,1,1,7.2292,C,Unknown,2
354,3,male,25.0,1,0,17.8,S,Unknown,1
355,3,male,,0,0,7.225,C,Unknown,0
356,3,male,28.0,0,0,9.5,S,Unknown,0
357,1,female,22.0,0,1,55.0,S,E,1
358,2,female,38.0,0,0,13.0,S,Unknown,0
359,3,female,,0,0,7.8792,Q,Unknown,0
360,3,female,,0,0,7.8792,Q,Unknown,0
361,3,male,40.0,1,4,27.9,S,Unknown,5
362,2,male,29.0,1,0,27.7208,C,Unknown,1
363,3,female,45.0,0,1,14.4542,C,Unknown,1
364,3,male,35.0,0,0,7.05,S,Unknown,0
365,3,male,,1,0,15.5,Q,Unknown,1
366,3,male,30.0,0,0,7.25,S,Unknown,0
367,1,female,60.0,1,0,75.25,C,D,1
368,3,female,,0,0,7.2292,C,Unknown,0
369,3,female,,0,0,7.75,Q,Unknown,0
370,1,female,24.0,0,0,69.3,C,B,0
371,1,male,25.0,1,0,55.4417,C,E,1
372,3,male,18.0,1,0,6.4958,S,Unknown,1
373,3,male,19.0,0,0,8.05,S,Unknown,0
374,1,male,22.0,0,0,135.6333,C,Unknown,0
375,3,female,3.0,3,1,21.075,S,Unknown,4
376,1,female,,1,0,82.1708,C,Unknown,1
377,3,female,22.0,0,0,7.25,S,Unknown,0
378,1,male,27.0,0,2,211.5,C,C,2
379,3,male,20.0,0,0,4.0125,C,Unknown,0
380,3,male,19.0,0,0,7.775,S,Unknown,0
381,1,female,42.0,0,0,227.525,C,Unknown,0
382,3,female,1.0,0,2,15.7417,C,Unknown,2
383,3,male,32.0,0,0,7.925,S,Unknown,0
384,1,female,35.0,1,0,52.0,S,Unknown,1
385,3,male,,0,0,7.8958,S,Unknown,0
386,2,male,18.0,0,0,73.5,S,Unknown,0
387,3,male,1.0,5,2,46.9,S,Unknown,7
388,2,female,36.0,0,0,13.0,S,Unknown,0
389,3,male,,0,0,7.7292,Q,Unknown,0
390,2,female,17.0,0,0,12.0,C,Unknown,0
391,1,male,36.0,1,2,120.0,S,B,3
392,3,male,21.0,0,0,7.7958,S,Unknown,0
393,3,male,28.0,2,0,7.925,S,Unknown,2
394,1,female,23.0,1,0,113.275,C,D,1
395,3,female,24.0,0,2,16.7,S,G,2
396,3,male,22.0,0,0,7.7958,S,Unknown,0
397,3,female,31.0,0,0,7.8542,S,Unknown,0
398,2,male,46.0,0,0,26.0,S,Unknown,0
399,2,male,23.0,0,0,10.5,S,Unknown,0
400,2,female,28.0,0,0,12.65,S,Unknown,0
401,3,male,39.0,0,0,7.925,S,Unknown,0
402,3,male,26.0,0,0,8.05,S,Unknown,0
403,3,female,21.0,1,0,9.825,S,Unknown,1
404,3,male,28.0,1,0,15.85,S,Unknown,1
405,3,female,20.0,0,0,8.6625,S,Unknown,0
406,2,male,34.0,1,0,21.0,S,Unknown,1
407,3,male,51.0,0,0,7.75,S,Unknown,0
408,2,male,3.0,1,1,18.75,S,Unknown,2
409,3,male,21.0,0,0,7.775,S,Unknown,0
410,3,female,,3,1,25.4667,S,Unknown,4
411,3,male,,0,0,7.8958,S,Unknown,0
412,3,male,,0,0,6.8583,Q,Unknown,0
413,1,female,33.0,1,0,90.0,Q,C,1
414,2,male,,0,0,0.0,S,Unknown,0
415,3,male,44.0,0,0,7.925,S,Unknown,0
416,3,female,,0,0,8.05,S,Unknown,0
417,2,female,34.0,1,1,32.5,S,Unknown,2
418,2,female,18.0,0,2,13.0,S,Unknown,2
419,2,male,30.0,0,0,13.0,S,Unknown,0
420,3,female,10.0,0,2,24.15,S,Unknown,2
421,3,male,,0,0,7.8958,C,Unknown,0
422,3,male,21.0,0,0,7.7333,Q,Unknown,0
423,3,male,29.0,0,0,7.875,S,Unknown,0
424,3,female,28.0,1,1,14.4,S,Unknown,2
425,3,male,18.0,1,1,20.2125,S,Unknown,2
426,3,male,,0,0,7.25,S,Unknown,0
427,2,female,28.0,1,0,26.0,S,Unknown,1
428,2,female,19.0,0,0,26.0,S,Unknown,0
429,3,male,,0,0,7.75,Q,Unknown,0
430,3,male,32.0,0,0,8.05,S,E,0
431,1,male,28.0,0,0,26.55,S,C,0
432,3,female,,1,0,16.1,S,Unknown,1
433,2,female,42.0,1,0,26.0,S,Unknown,1
434,3,male,17.0,0,0,7.125,S,Unknown,0
435,1,male,50.0,1,0,55.9,S,E,1
436,1,female,14.0,1,2,120.0,S,B,3
437,3,female,21.0,2,2,34.375,S,Unknown,4
438,2,female,24.0,2,3,18.75,S,Unknown,5
439,1,male,64.0,1,4,263.0,S,C,5
440,2,male,31.0,0,0,10.5,S,Unknown,0
441,2,female,45.0,1,1,26.25,S,Unknown,2
442,3,male,20.0,0,0,9.5,S,Unknown,0
443,3,male,25.0,1,0,7.775,S,Unknown,1
444,2,female,28.0,0,0,13.0,S,Unknown,0
445,3,male,,0,0,8.1125,S,Unknown,0
446,1,male,4.0,0,2,81.8583,S,A,2
447,2,female,13.0,0,1,19.5,S,Unknown,1
448,1,male,34.0,0,0,26.55,S,Unknown,0
449,3,female,5.0,2,1,19.2583,C,Unknown,3
450,1,male,52.0,0,0,30.5,S,C,0
451,2,male,36.0,1,2,27.75,S,Unknown,3
452,3,male,,1,0,19.9667,S,Unknown,1
453,1,male,30.0,0,0,27.75,C,C,0
454,1,male,49.0,1,0,89.1042,C,C,1
455,3,male,,0,0,8.05,S,Unknown,0
456,3,male,29.0,0,0,7.8958,C,Unknown,0
457,1,male,65.0,0,0,26.55,S,E,0
458,1,female,,1,0,51.8625,S,D,1
459,2,female,50.0,0,0,10.5,S,Unknown,0
460,3,male,,0,0,7.75,Q,Unknown,0
461,1,male,48.0,0,0,26.55,S,E,0
462,3,male,34.0,0,0,8.05,S,Unknown,0
463,1,male,47.0,0,0,38.5,S,E,0
464,2,male,48.0,0,0,13.0,S,Unknown,0
465,3,male,,0,0,8.05,S,Unknown,0
466,3,male,38.0,0,0,7.05,S,Unknown,0
467,2,male,,0,0,0.0,S,Unknown,0
468,1,male,56.0,0,0,26.55,S,Unknown,0
469,3,male,,0,0,7.725,Q,Unknown,0
470,3,female,0.75,2,1,19.2583,C,Unknown,3
471,3,male,,0,0,7.25,S,Unknown,0
472,3,male,38.0,0,0,8.6625,S,Unknown,0
473,2,female,33.0,1,2,27.75,S,Unknown,3
474,2,female,23.0,0,0,13.7917,C,D,0
475,3,female,22.0,0,0,9.8375,S,Unknown,0
476,1,male,,0,0,52.0,S,A,0
477,2,male,34.0,1,0,21.0,S,Unknown,1
478,3,male,29.0,1,0,7.0458,S,Unknown,1
479,3,male,22.0,0,0,7.5208,S,Unknown,0
480,3,female,2.0,0,1,12.2875,S,Unknown,1
481,3,male,9.0,5,2,46.9,S,Unknown,7
482,2,male,,0,0,0.0,S,Unknown,0
483,3,male,50.0,0,0,8.05,S,Unknown,0
484,3,female,63.0,0,0,9.5875,S,Unknown,0
485,1,male,25.0,1,0,91.0792,C,B,1
486,3,female,,3,1,25.4667,S,Unknown,4
487,1,female,35.0,1,0,90.0,S,C,1
488,1,male,58.0,0,0,29.7,C,B,0
489,3,male,30.0,0,0,8.05,S,Unknown,0
490,3,male,9.0,1,1,15.9,S,Unknown,2
491,3,male,,1,0,19.9667,S,Unknown,1
492,3,male,21.0,0,0,7.25,S,Unknown,0
493,1,male,55.0,0,0,30.5,S,C,0
494,1,male,71.0,0,0,49.5042,C,Unknown,0
495,3,male,21.0,0,0,8.05,S,Unknown,0
496,3,male,,0,0,14.4583,C,Unknown,0
497,1,female,54.0,1,0,78.2667,C,D,1
498,3,male,,0,0,15.1,S,Unknown,0
499,1,female,25.0,1,2,151.55,S,C,3
500,3,male,24.0,0,0,7.7958,S,Unknown,0
501,3,male,17.0,0,0,8.6625,S,Unknown,0
502,3,female,21.0,0,0,7.75,Q,Unknown,0
503,3,female,,0,0,7.6292,Q,Unknown,0
504,3,female,37.0,0,0,9.5875,S,Unknown,0
505,1,female,16.0,0,0,86.5,S,B,0
506,1,male,18.0,1,0,108.9,C,C,1
507,2,female,33.0,0,2,26.0,S,Unknown,2
508,1,male,,0,0,26.55,S,Unknown,0
509,3,male,28.0,0,0,22.525,S,Unknown,0
510,3,male,26.0,0,0,56.4958,S,Unknown,0
511,3,male,29.0,0,0,7.75,Q,Unknown,0
512,3,male,,0,0,8.05,S,Unknown,0
513,1,male,36.0,0,0,26.2875,S,E,0
514,1,female,54.0,1,0,59.4,C,Unknown,1
515,3,male,24.0,0,0,7.4958,S,Unknown,0
516,1,male,47.0,0,0,34.0208,S,D,0
517,2,female,34.0,0,0,10.5,S,F,0
518,3,male,,0,0,24.15,Q,Unknown,0
519,2,female,36.0,1,0,26.0,S,Unknown,1
520,3,male,32.0,0,0,7.8958,S,Unknown,0
521,1,female,30.0,0,0,93.5,S,B,0
522,3,male,22.0,0,0,7.8958,S,Unknown,0
523,3,male,,0,0,7.225,C,Unknown,0
524,1,female,44.0,0,1,57.9792,C,B,1
525,3,male,,0,0,7.2292,C,Unknown,0
526,3,male,40.5,0,0,7.75,Q,Unknown,0
527,2,female,50.0,0,0,10.5,S,Unknown,0
528,1,male,,0,0,221.7792,S,C,0
529,3,male,39.0,0,0,7.925,S,Unknown,0
530,2,male,23.0,2,1,11.5,S,Unknown,3
531,2,female,2.0,1,1,26.0,S,Unknown,2
532,3,male,,0,0,7.2292,C,Unknown,0
533,3,male,17.0,1,1,7.2292,C,Unknown,2
